id,tab_file_name,ham_file_name,flight_id,status,attempt_count,max_attempts,row_count_tab,row_count_parquet,row_count_clickhouse,content_fingerprint,parquet_object_key,parquet_size_bytes,tab_zst_object_key,tab_zst_size_bytes,clickhouse_loaded_at,error_detail,created_at,updated_at,aircraft_type,is_subset,subset_row_count,column_count,had_trailing_tab_issue,original_size_bytes,compression_algorithm,compression_level,compress_duration_seconds,minio_upload_duration_seconds,clickhouse_load_duration_seconds,clickhouse_table_name,clickhouse_disk_bytes
14,synthetic_30k_100000.tab,,,error,2,3,100000,,100000,,,,grid/synthetic_30k_100000.tab.zst,2193194281,2026-08-24 14:44:07.955429+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 07:36:28.46771+00,2026-08-25 12:17:41.755372+00,AIRCRAFT_30K,f,,30002,f,8590237022,zstd,12,1139.816973209381,14.928882122039795,108.56466579437256,synthetic_30k_100000,3255327857
22,synthetic_50k_100000.tab,,,error,10,3,100000,,100000,,,,grid/synthetic_50k_100000_p1.tab.zst + grid/synthetic_50k_100000_p2.tab.zst + grid/synthetic_50k_100000_p3.tab.zst + grid/synthetic_50k_100000_p4.tab.zst + grid/synthetic_50k_100000_p5.tab.zst + grid/synthetic_50k_100000_p6.tab.zst,3566904949,2026-08-25 08:50:58.702706+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 09:31:04.224066+00,2026-08-25 12:17:41.87992+00,AIRCRAFT_50K,f,,50002,f,14315669424,zstd,12,936.7990727424622,41.21504735946655,650.9064362049103,synthetic_50k_100000_p1 + synthetic_50k_100000_p2 + synthetic_50k_100000_p3 + synthetic_50k_100000_p4 + synthetic_50k_100000_p5 + synthetic_50k_100000_p6,6452317300
21,synthetic_50k_50000.tab,,,error,4,3,50000,,50000,,,,grid/synthetic_50k_50000.tab.zst,1783035630,2026-08-25 05:44:08.999871+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 08:11:11.886048+00,2026-08-25 12:17:41.874594+00,AIRCRAFT_50K,f,,50002,f,7157979924,zstd,12,611.6181693077087,7.76803731918335,185.60133981704712,synthetic_50k_50000,3219467426
23,synthetic_10k_1000.tab,,,error,11,3,1000,,1000,,,,grid/synthetic_10k_1000.tab.zst,7315530,2026-08-25 12:08:08.713405+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 09:48:04.103692+00,2026-08-25 12:17:41.597858+00,AIRCRAFT_10K,f,,10002,f,28701380,zstd,12,3.8207099437713623,0.19673490524291992,1.09515380859375,synthetic_10k_1000,9055662
7,synthetic_20k_1000.tab,,,error,7,3,1000,,1000,,,,grid/synthetic_20k_1000.tab.zst,14335097,2026-08-25 12:08:12.119939+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 06:50:23.924367+00,2026-08-25 12:17:41.623164+00,AIRCRAFT_20K,f,,20002,f,57387210,zstd,12,4.083783388137817,0.2030048370361328,2.85844349861145,synthetic_20k_1000,20659075
11,synthetic_30k_1000.tab,,,error,4,3,1000,,1000,,,,grid/synthetic_30k_1000.tab.zst,21292542,2026-08-25 12:08:19.399681+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 07:19:48.675972+00,2026-08-25 12:17:41.712244+00,AIRCRAFT_30K,f,,30002,f,86078306,zstd,12,4.246014356613159,0.15386652946472168,5.655259609222412,synthetic_30k_1000,32769167
15,synthetic_40k_1000.tab,,,error,2,3,1000,,1000,,,,grid/synthetic_40k_1000.tab.zst,29171222,2026-08-24 14:44:32.765784+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 07:37:09.653516+00,2026-08-25 12:17:41.760089+00,AIRCRAFT_40K,f,,40002,f,114774045,zstd,12,16.876624584197998,0.22582030296325684,10.853168487548828,synthetic_40k_1000,49213984
16,synthetic_40k_5000.tab,,,error,2,3,5000,,5000,,,,grid/synthetic_40k_5000.tab.zst,145505560,2026-08-24 14:44:40.596186+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 07:38:10.507696+00,2026-08-25 12:17:41.783131+00,AIRCRAFT_40K,f,,40002,f,572873616,zstd,12,79.762699842453,0.646655797958374,18.69321346282959,synthetic_40k_5000,240002001
17,synthetic_40k_50000.tab,,,error,2,3,50000,,50000,,,,grid/synthetic_40k_50000.tab.zst,1453036688,2026-08-24 14:46:21.556943+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 07:45:10.709932+00,2026-08-25 12:17:41.818952+00,AIRCRAFT_40K,f,,40002,f,5726601488,zstd,12,746.5038666725159,7.3056724071502686,99.89227199554443,synthetic_40k_50000,2399000672
19,synthetic_50k_1000.tab,,,error,4,3,1000,,1000,,,,grid/synthetic_50k_1000.tab.zst,35799735,2026-08-25 05:40:46.849851+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 08:00:23.104615+00,2026-08-25 12:17:41.867747+00,AIRCRAFT_50K,f,,50002,f,143468780,zstd,12,18.739814281463623,0.24095439910888672,19.055939435958862,synthetic_50k_1000,67199761
20,synthetic_50k_5000.tab,,,error,4,3,5000,,5000,,,,grid/synthetic_50k_5000.tab.zst,178346801,2026-08-25 05:41:00.65624+00,"Bu deneme, host diski dolunca (Docker VHDX yaklasik 220GB buyumustu) elle durduruldu -- yarida kesildi, ClickHouse tablosu olusturulmamis/temizlenmis durumda. Onceki basarili yuklemenin metrikleri (compress/load sureleri, satir sayilari) bu satirda hala eski/gecerli deger olarak duruyor, sadece status gecerli degil. Bir sonraki calistirma bu dosyayi normal sekilde yeniden isleyecek.",2026-08-24 08:01:47.981803+00,2026-08-25 12:17:41.871701+00,AIRCRAFT_50K,f,,50002,f,716075346,zstd,12,78.70335030555725,0.8608160018920898,32.8843035697937,synthetic_50k_5000,322333528
